,0,1,2,3,4,5,6,7,8,9
0,0.6,0.48,0.9299999999999999,0.28500000000000003,0.41500000000000004,0.2627530425,0.33651104099999984,0.4960642855999998,0.23271094999999997,0.664285714
1,0.45999999999999996,0.36,0.58,0.6099999999999999,0.16999999999999993,0.14146356850000008,0.3580649734999999,0.6661785713999999,0.2847467570000001,0.414285714
2,0.94,0.6699999999999999,0.38,0.255,0.685,0.3457011214999999,0.0823191674999999,0.7126071427999998,0.515619995,0.27142857099999995
3,0.5599999999999999,0.43999999999999995,0.63,0.255,0.21499999999999997,0.2336066725000001,0.3052313434999998,0.5919785713999999,0.300938477,0.44999999999999996
4,0.13,0.13,0.53,0.5549999999999999,0.495,0.09563859000000008,0.26150964499999985,0.7503071427999999,0.19389424900000007,0.378571428
5,0.6,0.48,1.4,0.28500000000000003,0.0,0.2627530425,0.6925427765000001,0.25917142859999986,0.138196765,0.9999999999999999
6,0.66,0.66,0.9299999999999999,0.875,0.41500000000000004,0.373803871,0.33651104099999984,0.5894071427999998,0.24902879900000008,0.664285714
7,0.8400000000000001,0.6699999999999999,0.69,0.20499999999999996,0.18999999999999995,0.34014441549999996,0.3435855320000001,0.5128428569999999,0.3674023460000001,0.49285714299999994
8,1.01,0.6799999999999999,0.5,0.57,0.655,0.4349649455,0.2454149215000001,0.6875428569999998,0.48864550500000004,0.35714285700000004
9,1.07,0.6699999999999999,0.6799999999999999,0.16500000000000004,0.20499999999999996,0.3431313764999999,0.3648529144999999,0.4770499999999999,0.4398087540000001,0.4857142860000001
10,0.4,0.4,0.63,0.7449999999999999,0.21999999999999997,0.26549669600000003,0.31699720750000004,0.6808285714,0.25174843999999996,0.44999999999999996
11,0.94,0.6699999999999999,0.44999999999999996,0.255,0.27,0.3457011214999999,0.209558119,0.6129714285999999,0.48589417600000007,0.321428571
12,0.4,0.33999999999999997,0.38,0.7449999999999999,0.52,0.2206126880000001,0.1874300754999999,0.7916857141999998,0.32935772100000005,0.27142857099999995
13,0.4,0.33999999999999997,0.59,0.7449999999999999,0.24,0.2206126880000001,0.29222664900000006,0.6958857141999999,0.2630120880000001,0.421428571
14,1.3699999999999999,1.1099999999999999,0.5,0.014999999999999958,0.655,0.567097985,0.2454149215000001,0.5920357141999999,0.6059535420000001,0.35714285700000004
15,0.97,0.6699999999999999,0.66,0.16500000000000004,0.875,0.3431313764999999,0.3445184024999999,0.6199642855999998,0.4165377029999999,0.471428571
16,0.41000000000000003,0.36,0.71,0.7050000000000001,0.17499999999999993,0.2098858145,0.3481526640000001,0.6429928569999999,0.233328011,0.507142857
17,0.5599999999999999,0.43999999999999995,0.6799999999999999,0.255,0.57,0.2336066725000001,0.431845783,0.6141428569999998,0.286351538,0.4857142860000001
18,1.45,1.25,0.25,0.014999999999999958,0.6950000000000001,0.6103715585,0.1537826834999999,0.7024214285999999,0.7644008560000002,0.17857142800000003
19,0.5,0.41000000000000003,0.5599999999999999,0.405,0.245,0.20124044200000002,0.3009610844999999,0.6504785713999999,0.3034338240000001,0.3999999999999999
20,0.0,0.0,0.41000000000000003,0.625,0.5549999999999999,0.0,0.1904560904999999,0.8175214285999999,0.1830774930000001,0.292857143
21,0.5599999999999999,0.43999999999999995,0.95,0.255,0.18999999999999995,0.2336066725000001,0.3435855320000001,0.4614714285999998,0.21720276500000002,0.6785714279999999
22,0.76,0.59,0.44999999999999996,0.24,0.405,0.3047032985,0.16519678799999993,0.6584214285999999,0.4258568079999999,0.321428571
23,0.78,0.69,0.35,0.22999999999999998,0.43499999999999994,0.2599962225000001,0.1676958115,0.6994785713999999,0.47298184900000007,0.24999999999999994
24,0.4,0.43999999999999995,0.0,0.375,0.625,0.19248932600000002,0.0,0.9123214286,0.491826012,0.0
