,Compound,A,B,r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,μ,rhombohedral,orthorhombic,tetragonal,cubic
2544,MoThO3,Mo,Th,0.73,0.62,0.94,2.16,1.3,2.079035521,2.246056043,-2.1425,0.64364848,0.671428571,0,0,0,1
2545,MoTiO3,Mo,Ti,0.69,0.62,0.67,2.16,1.54,2.079035521,1.927848949,-1.597642857,0.713938731,0.478571429,0,0,0,1
2546,MoTlO3,Mo,Tl,0.69,0.62,0.89,2.16,1.62,2.079035521,2.297683747,-1.948785714,0.64535073,0.635714286,0,1,0,0
2547,MoTmO3,Mo,Tm,0.69,0.62,0.88,2.16,1.25,2.079035521,2.119700811,-2.023107143,0.648181216,0.628571429,0,0,0,1
2548,MoUO3,Mo,U,0.69,0.62,1.03,2.16,1.38,2.079035521,2.0478,-2.243928571,0.60817003,0.735714286,0,0,0,1
2549,MoVO3,Mo,V,0.69,0.62,0.64,2.16,1.63,2.079035521,1.758039163,-1.524892857,0.72443783,0.457142857,0,0,0,1
2550,MoWO3,Mo,W,0.65,0.62,0.66,2.16,2.36,2.079035521,1.7456,-1.363285714,0.703674224,0.471428571,0,0,0,1
2551,MoYO3,Mo,Y,0.69,0.62,0.9,2.16,1.22,2.079035521,2.235124352,-2.064214286,0.642544858,0.642857143,0,0,0,1
2552,MoYbO3,Mo,Yb,0.69,0.62,0.87,2.16,1.1,2.079035521,2.223980699,-2.043214286,0.65103664,0.621428571,0,1,0,0
2553,MoZnO3,Mo,Zn,0.65,0.62,0.74,2.16,1.65,2.079035521,2.096140752,-1.662964286,0.677368646,0.528571429,0,0,0,1
2554,MoZrO3,Mo,Zr,0.69,0.62,0.72,2.16,1.33,2.079035521,2.043777903,-1.733678571,0.697100553,0.514285714,0,0,0,1
2556,NaAgO3,Na,Ag,1.39,1.02,0.95,0.93,1.93,2.759925005,2.488353231,-2.768357143,0.839501242,0.678571429,0,0,0,1
2557,NaAlO3,Na,Al,1.39,1.02,0.54,0.93,1.61,2.759925005,1.892894405,-2.055964286,1.016921608,0.385714286,0,0,0,1
2558,NaAsO3,Na,As,1.39,1.02,0.46,0.93,2.18,2.759925005,1.932227032,-1.603,1.060660172,0.328571429,0,1,0,0
2559,NaAuO3,Na,Au,1.39,1.02,0.93,0.93,2.54,2.759925005,2.31369847,-2.423035714,0.846707262,0.664285714,0,1,0,0
2560,NaBO3,Na,B,1.39,1.02,0.27,0.93,2.04,2.759925005,1.624661665,-1.26875,1.181334084,0.192857143,0,0,0,1
2561,NaBaO3,Na,Ba,1.39,1.02,1.35,0.93,0.89,2.759925005,2.64009357,-4.134642857,0.717391971,0.964285714,0,0,0,1
2562,NaBeO3,Na,Be,1.39,1.02,0.45,0.93,1.57,2.759925005,1.803349248,-1.884571429,1.06639347,0.321428571,0,0,0,1
2563,NaBiO3,Na,Bi,1.39,1.02,0.76,0.93,2.02,2.759925005,2.215655462,-2.319928571,0.913346259,0.542857143,0,1,0,0
2564,NaCaO3,Na,Ca,1.39,1.02,1.0,0.93,1.0,2.759925005,2.318139449,-3.336285714,0.822011633,0.714285714,0,1,0,0
2565,NaCdO3,Na,Cd,1.39,1.02,0.95,0.93,1.69,2.759925005,2.286435201,-2.8875,0.839501242,0.678571429,0,0,0,1
2566,NaCeO3,Na,Ce,1.39,1.02,0.94,0.93,1.12,2.759925005,2.268642439,-3.149214286,0.843088854,0.671428571,0,0,0,1
2567,NaCoO3,Na,Co,1.39,1.02,0.63,0.93,1.88,2.759925005,1.930310969,-2.113178571,0.971836414,0.45,0,1,0,0
2568,NaCrO3,Na,Cr,1.39,1.02,0.49,0.93,1.66,2.759925005,1.960053288,-1.924892857,1.043824296,0.35,0,1,0,0
2569,NaCsO3,Na,Cs,1.39,1.02,1.67,0.93,0.79,2.759925005,3.009747218,-4.864285714,0.642614957,1.192857143,0,0,0,1
2570,NaCuO3,Na,Cu,1.39,1.02,0.68,0.93,1.9,2.759925005,2.005573846,-2.2095,0.948474961,0.485714286,0,1,0,0
2571,NaDyO3,Na,Dy,1.39,1.02,0.99,0.93,1.22,2.759925005,2.255580699,-3.205821429,0.825451012,0.707142857,0,1,0,0
2572,NaErO3,Na,Er,1.39,1.02,0.89,0.93,1.24,2.759925005,2.250676638,-2.983392857,0.861496908,0.635714286,1,0,0,0
2573,NaEuO3,Na,Eu,1.39,1.02,1.06,0.93,1.2,2.759925005,2.354367494,-3.3645,0.801962569,0.757142857,0,1,0,0
2574,NaFeO3,Na,Fe,1.39,1.02,0.67,0.93,1.83,2.759925005,1.999521816,-2.223,0.953056966,0.478571429,0,0,0,1
2575,NaGaO3,Na,Ga,1.39,1.02,0.62,0.93,1.81,2.759925005,1.974643898,-2.126678571,0.976647485,0.442857143,0,1,0,0
2576,NaGdO3,Na,Gd,1.39,1.02,0.94,0.93,1.2,2.759925005,2.28415608,-3.1095,0.843088854,0.671428571,0,0,0,1
2577,NaGeO3,Na,Ge,1.39,1.02,0.63,0.93,2.01,2.759925005,1.899964183,-2.048642857,0.971836414,0.45,0,0,0,1
2578,NaHfO3,Na,Hf,1.39,1.02,0.71,0.93,1.3,2.759925005,2.027412322,-2.571107143,0.934989535,0.507142857,0,1,0,0
2579,NaHgO3,Na,Hg,1.39,1.02,1.11,0.93,2.0,2.759925005,2.323654714,-3.073607143,0.785987219,0.792857143,0,0,0,1
2580,NaHoO3,Na,Ho,1.39,1.02,0.9,0.93,1.23,2.759925005,2.25865608,-3.009607143,0.857751269,0.642857143,0,1,0,0
2581,NaInO3,Na,In,1.39,1.02,0.8,0.93,1.78,2.759925005,2.147680955,-2.524071429,0.896739963,0.571428571,0,0,0,1
2582,NaIrO3,Na,Ir,1.39,1.02,0.57,0.93,2.2,2.759925005,2.009082787,-1.826821429,1.001435492,0.407142857,0,1,0,0
2583,NaKO3,Na,K,1.39,1.02,1.38,0.93,0.82,2.759925005,2.723507129,-4.233142857,0.709650331,0.985714286,0,0,0,1
2584,NaLaO3,Na,La,1.39,1.02,1.03,0.93,1.1,2.759925005,2.376509378,-3.350392857,0.811863341,0.735714286,0,1,0,0
2585,NaLiO3,Na,Li,1.39,1.02,0.76,0.93,0.98,2.759925005,2.095547886,-2.836214286,0.913346259,0.542857143,0,1,0,0
2586,NaLuO3,Na,Lu,1.39,1.02,0.86,0.93,1.27,2.759925005,2.209114963,-2.90475,0.872932708,0.614285714,1,0,0,0
2587,NaMgO3,Na,Mg,1.39,1.02,0.72,0.93,1.31,2.759925005,2.046489492,-2.587392857,0.930579207,0.514285714,0,0,0,1
2588,NaMnO3,Na,Mn,1.39,1.02,0.62,0.93,1.55,2.759925005,2.16999357,-2.25575,0.976647485,0.442857143,0,1,0,0
2589,NaMoO3,Na,Mo,1.39,1.02,0.61,0.93,2.16,2.759925005,1.7893,-1.931678571,0.981506428,0.435714286,0,0,0,1
2590,Na2O3,Na,Na,1.39,1.02,1.02,0.93,0.93,2.759925005,2.425828064,-3.413535714,0.815218149,0.728571429,0,1,0,0
2591,NaNbO3,Na,Nb,1.39,1.02,0.64,0.93,1.6,2.759925005,1.955055241,-2.273428571,0.96707251,0.457142857,0,1,0,0
2592,NaNdO3,Na,Nd,1.39,1.02,0.98,0.93,1.14,2.759925005,2.320966993,-3.224285714,0.828919294,0.7,0,0,0,1
2593,NaNiO3,Na,Ni,1.39,1.02,0.59,0.93,1.91,2.759925005,2.103725488,-2.013285714,0.991370814,0.421428571,0,1,0,0
2595,NaOsO3,Na,Os,1.39,1.02,0.57,0.93,2.2,2.759925005,1.954921624,-1.826821429,1.001435492,0.407142857,0,1,0,0
2597,NaPbO3,Na,Pb,1.39,1.02,0.99,0.93,2.33,2.759925005,2.362863567,-2.654785714,0.825451012,0.707142857,0,1,0,0
2598,NaPdO3,Na,Pd,1.39,1.02,0.75,0.93,2.2,2.759925005,2.04250519,-2.209321429,0.917594381,0.535714286,0,1,0,0
2600,NaPrO3,Na,Pr,1.39,1.02,0.92,0.93,1.13,2.759925005,2.340791612,-3.10175,0.850356862,0.657142857,0,0,0,1
2601,NaPtO3,Na,Pt,1.39,1.02,0.67,0.93,2.28,2.759925005,2.64390067,-1.999607143,0.953056966,0.478571429,0,1,0,0
2602,NaPuO3,Na,Pu,1.39,1.02,0.83,0.93,1.28,2.759925005,2.226583834,-2.836035714,0.884676197,0.592857143,0,1,0,0
2603,NaRbO3,Na,Rb,1.39,1.02,1.52,0.93,0.82,2.759925005,2.825996661,-4.530642857,0.675626,1.085714286,0,1,0,0
2604,NaReO3,Na,Re,1.39,1.02,0.58,0.93,1.9,2.759925005,1.98797081,-1.997,0.996377737,0.414285714,0,0,0,1
2605,NaRhO3,Na,Rh,1.39,1.02,0.61,0.93,2.28,2.759925005,2.001424352,-1.872107143,0.981506428,0.435714286,0,1,0,0
2606,NaRuO3,Na,Ru,1.39,1.02,0.57,0.93,2.2,2.759925005,2.018753288,-1.826821429,1.001435492,0.407142857,0,1,0,0
2607,NaSbO3,Na,Sb,1.39,1.02,0.6,0.93,2.05,2.759925005,2.075848892,-1.965035714,0.98641396,0.428571429,0,1,0,0
2608,NaScO3,Na,Sc,1.39,1.02,0.75,0.93,1.36,2.759925005,2.074614707,-2.626321429,0.917594381,0.535714286,0,1,0,0
2609,NaSiO3,Na,Si,1.39,1.02,0.4,0.93,1.9,2.759925005,1.783360927,-1.6145,1.096015511,0.285714286,0,1,0,0
2610,NaSmO3,Na,Sm,1.39,1.02,0.96,0.93,1.17,2.759925005,2.311832729,-3.166892857,0.835944034,0.685714286,0,1,0,0
2611,NaSnO3,Na,Sn,1.39,1.02,0.69,0.93,1.96,2.759925005,2.052287148,-2.200964286,0.943936804,0.492857143,0,1,0,0
2612,NaSrO3,Na,Sr,1.39,1.02,1.18,0.93,0.95,2.759925005,2.452968591,-3.743607143,0.764661984,0.842857143,0,0,0,1
2613,NaTaO3,Na,Ta,1.39,1.02,0.64,0.93,1.5,2.759925005,1.956808277,-2.323071429,0.96707251,0.457142857,0,1,0,0
2614,NaTbO3,Na,Tb,1.39,1.02,0.84,0.93,1.2,2.759925005,2.256932729,-2.897,0.88072675,0.6,0,1,0,0
2616,NaTeO3,Na,Te,1.39,1.02,0.77,0.93,2.1,2.759925005,2.115491508,-2.301464286,0.90913729,0.55,0,1,0,0
2617,NaThO3,Na,Th,1.39,1.02,0.94,0.93,1.3,2.759925005,2.246056043,-3.059857143,0.843088854,0.671428571,0,1,0,0
2618,NaTiO3,Na,Ti,1.39,1.02,0.71,0.93,1.54,2.759925005,1.927848949,-2.451964286,0.934989535,0.507142857,0,0,0,1
2619,NaTlO3,Na,Tl,1.39,1.02,1.2,0.93,1.62,2.759925005,2.297683747,-3.4535,0.758779969,0.857142857,0,0,0,1
2620,NaTmO3,Na,Tm,1.39,1.02,0.96,0.93,1.25,2.759925005,2.119700811,-3.127178571,0.835944034,0.685714286,0,1,0,0
2621,NaUO3,Na,U,1.39,1.02,0.76,0.93,1.38,2.759925005,2.0478,-2.637642857,0.913346259,0.542857143,0,1,0,0
2622,NaVO3,Na,V,1.39,1.02,0.54,0.93,1.63,2.759925005,1.758039163,-2.046035714,1.016921608,0.385714286,0,0,1,0
2623,NaWO3,Na,W,1.39,1.02,0.62,0.93,2.36,2.759925005,1.7456,-1.853642857,0.976647485,0.442857143,0,0,0,1
2624,NaYO3,Na,Y,1.39,1.02,0.9,0.93,1.22,2.759925005,2.235124352,-3.014571429,0.857751269,0.642857143,0,1,0,0
2625,NaYbO3,Na,Yb,1.39,1.02,0.95,0.93,1.1,2.759925005,2.223980699,-3.180392857,0.839501242,0.678571429,0,1,0,0
2626,NaZnO3,Na,Zn,1.39,1.02,0.74,0.93,1.65,2.759925005,2.096140752,-2.461107143,0.921882205,0.528571429,0,0,0,1
2627,NaZrO3,Na,Zr,1.39,1.02,0.72,0.93,1.33,2.759925005,2.043777903,-2.577464286,0.930579207,0.514285714,0,1,0,0
2629,NbAgO3,Nb,Ag,0.72,0.68,0.75,1.6,1.93,2.294004213,2.488353231,-1.802571429,0.697240175,0.535714286,0,1,0,0
2630,NbAlO3,Nb,Al,0.72,0.68,0.54,1.6,1.61,2.294004213,1.892894405,-1.488857143,0.772714627,0.385714286,0,0,0,1
2631,NbAsO3,Nb,As,0.72,0.68,0.58,1.6,2.18,2.294004213,1.932227032,-1.417714286,0.75710423,0.414285714,0,0,0,1
2632,NbAuO3,Nb,Au,0.77,0.68,0.93,1.6,2.54,2.294004213,2.31369847,-2.001214286,0.658550092,0.664285714,0,0,0,1
2633,NbBO3,Nb,B,0.74,0.68,0.27,1.6,2.04,2.294004213,1.624661665,-0.879142857,0.906112881,0.192857143,0,0,0,1
2634,NbBaO3,Nb,Ba,0.77,0.68,1.35,1.6,0.89,2.294004213,2.64009357,-3.246964286,0.557971533,0.964285714,0,1,0,0
2635,NbBeO3,Nb,Be,0.79,0.68,0.45,1.6,1.57,2.294004213,1.803349248,-1.376178571,0.837061541,0.321428571,0,0,0,1
2636,NbBiO3,Nb,Bi,0.79,0.68,0.76,1.6,2.02,2.294004213,2.215655462,-1.833785714,0.716927709,0.542857143,0,0,0,1
2637,NbCaO3,Nb,Ca,0.77,0.68,1.0,1.6,1.0,2.294004213,2.318139449,-2.556714286,0.639342381,0.714285714,1,0,0,0
2638,NbCdO3,Nb,Cd,0.77,0.68,0.95,1.6,1.69,2.294004213,2.286435201,-2.272678571,0.652945411,0.678571429,0,1,0,0
2639,NbCeO3,Nb,Ce,0.72,0.68,1.01,1.6,1.12,2.294004213,2.268642439,-2.501142857,0.622019243,0.721428571,0,0,0,1
2640,NbCoO3,Nb,Co,0.72,0.68,0.61,1.6,1.88,2.294004213,1.930310969,-1.551428571,0.745804167,0.435714286,0,0,0,1
2641,NbCrO3,Nb,Cr,0.72,0.68,0.62,1.6,1.66,2.294004213,1.960053288,-1.626857143,0.742112067,0.442857143,0,1,0,0
2642,NbCsO3,Nb,Cs,0.77,0.68,1.67,1.6,0.79,2.294004213,3.009747218,-3.877892857,0.499811634,1.192857143,0,1,0,0
2643,NbCuO3,Nb,Cu,0.72,0.68,0.54,1.6,1.9,2.294004213,2.005573846,-1.414285714,0.772714627,0.385714286,1,0,0,0
2644,NbDyO3,Nb,Dy,0.72,0.68,0.91,1.6,1.22,2.294004213,2.255580699,-2.286857143,0.648946483,0.65,0,0,0,1
2645,NbErO3,Nb,Er,0.72,0.68,0.89,1.6,1.24,2.294004213,2.250676638,-2.244,0.654614138,0.635714286,0,0,0,1
2646,NbEuO3,Nb,Eu,0.72,0.68,0.95,1.6,1.2,2.294004213,2.354367494,-2.367428571,0.637900586,0.678571429,0,1,0,0
2647,NbFeO3,Nb,Fe,0.72,0.68,0.65,1.6,1.83,2.294004213,1.999521816,-1.639714286,0.731251891,0.464285714,0,0,0,1
2648,NbGaO3,Nb,Ga,0.72,0.68,0.62,1.6,1.81,2.294004213,1.974643898,-1.588285714,0.742112067,0.442857143,0,1,0,0
2649,NbGdO3,Nb,Gd,0.72,0.68,0.94,1.6,1.2,2.294004213,2.28415608,-2.348571429,0.640626656,0.671428571,0,0,0,1
2650,NbGeO3,Nb,Ge,0.79,0.68,0.53,1.6,2.01,2.294004213,1.899964183,-1.402892857,0.80236469,0.378571429,0,0,0,1
2651,NbHfO3,Nb,Hf,0.79,0.68,0.71,1.6,1.3,2.294004213,2.027412322,-1.942642857,0.733916517,0.507142857,0,0,0,1
2652,NbHgO3,Nb,Hg,0.77,0.68,1.11,1.6,2.0,2.294004213,2.323654714,-2.489142857,0.611323392,0.792857143,0,1,0,0
2653,NbHoO3,Nb,Ho,0.72,0.68,0.9,1.6,1.23,2.294004213,2.25865608,-2.265428571,0.65176799,0.642857143,0,0,0,1
2654,NbInO3,Nb,In,0.72,0.68,0.8,1.6,1.78,2.294004213,2.147680955,-1.935428571,0.681393807,0.571428571,0,1,0,0
2655,NbIrO3,Nb,Ir,0.79,0.68,0.63,1.6,2.2,2.294004213,2.009082787,-1.537857143,0.762839335,0.45,0,0,0,1
2656,NbKO3,Nb,K,0.77,0.68,1.38,1.6,0.82,2.294004213,2.723507129,-3.322785714,0.551950257,0.985714286,1,0,0,0
2657,NbLaO3,Nb,La,0.72,0.68,1.03,1.6,1.1,2.294004213,2.376509378,-2.544,0.616899743,0.735714286,1,0,0,0
2658,NbLiO3,Nb,Li,0.74,0.68,0.76,1.6,0.98,2.294004213,2.095547886,-2.083285714,0.700559496,0.542857143,0,1,0,0
2659,NbLuO3,Nb,Lu,0.72,0.68,0.86,1.6,1.27,2.294004213,2.209114963,-2.179714286,0.663303706,0.614285714,0,0,0,1
2660,NbMgO3,Nb,Mg,0.77,0.68,0.72,1.6,1.31,2.294004213,2.046489492,-1.943464286,0.723783828,0.514285714,0,0,0,1
2661,NbMnO3,Nb,Mn,0.72,0.68,0.65,1.6,1.55,2.294004213,2.16999357,-1.711714286,0.731251891,0.464285714,0,0,0,1
2662,NbMoO3,Nb,Mo,0.79,0.68,0.65,1.6,2.16,2.294004213,1.7893,-1.586857143,0.755397,0.464285714,0,0,0,1
2663,NbNaO3,Nb,Na,0.77,0.68,1.02,1.6,0.93,2.294004213,2.425828064,-2.613678571,0.63405856,0.728571429,0,1,0,0
2664,Nb2O3,Nb,Nb,0.72,0.68,0.72,1.6,1.6,2.294004213,1.955055241,-1.830857143,0.707106781,0.514285714,0,0,0,1
2665,NbNdO3,Nb,Nd,0.72,0.68,0.98,1.6,1.14,2.294004213,2.320966993,-2.439428571,0.629859822,0.7,0,0,0,1
2666,NbNiO3,Nb,Ni,0.72,0.68,0.6,1.6,1.91,2.294004213,2.103725488,-1.524857143,0.749533188,0.428571429,0,0,0,1
2668,NbOsO3,Nb,Os,0.77,0.68,0.57,1.6,2.2,2.294004213,1.954921624,-1.415857143,0.778894272,0.407142857,0,0,0,1
2670,NbPbO3,Nb,Pb,0.79,0.68,0.78,1.6,2.33,2.294004213,2.362863567,-1.784035714,0.71035039,0.557142857,1,0,0,0
2671,NbPdO3,Nb,Pd,0.79,0.68,0.62,1.6,2.2,2.294004213,2.04250519,-1.519,0.766615768,0.442857143,0,0,0,1
2673,NbPrO3,Nb,Pr,0.79,0.68,0.85,1.6,1.13,2.294004213,2.340791612,-2.254607143,0.6882506,0.607142857,0,0,0,1
2674,NbPtO3,Nb,Pt,0.77,0.68,0.67,1.6,2.28,2.294004213,2.64390067,-1.582428571,0.741266529,0.478571429,0,0,0,1
2675,NbPuO3,Nb,Pu,0.77,0.68,0.83,1.6,1.28,2.294004213,2.226583834,-2.159142857,0.688081487,0.592857143,0,1,0,0
2676,NbRbO3,Nb,Rb,0.77,0.68,1.52,1.6,0.82,2.294004213,2.825996661,-3.586785714,0.525486889,1.085714286,0,1,0,0
2677,NbReO3,Nb,Re,0.79,0.68,0.63,1.6,1.9,2.294004213,1.98797081,-1.6225,0.762839335,0.45,0,0,0,1
2678,NbRhO3,Nb,Rh,0.72,0.68,0.67,1.6,2.28,2.294004213,2.001424352,-1.561714286,0.724186655,0.478571429,0,0,0,1
2679,NbRuO3,Nb,Ru,0.79,0.68,0.62,1.6,2.2,2.294004213,2.018753288,-1.519,0.766615768,0.442857143,0,0,0,1
2680,NbSbO3,Nb,Sb,0.72,0.68,0.76,1.6,2.05,2.294004213,2.075848892,-1.790571429,0.694012211,0.542857143,0,0,0,1
2681,NbScO3,Nb,Sc,0.72,0.68,0.75,1.6,1.36,2.294004213,2.074614707,-1.949142857,0.697240175,0.535714286,0,0,0,1
2682,NbSiO3,Nb,Si,0.79,0.68,0.4,1.6,1.9,2.294004213,1.783360927,-1.188785714,0.86031325,0.285714286,0,0,0,1
2683,NbSmO3,Nb,Sm,0.72,0.68,0.96,1.6,1.17,2.294004213,2.311832729,-2.394,0.635197617,0.685714286,0,0,0,1
2684,NbSnO3,Nb,Sn,0.79,0.68,0.69,1.6,1.96,2.294004213,2.052287148,-1.718714286,0.740939642,0.492857143,0,1,0,0
2685,NbSrO3,Nb,Sr,0.77,0.68,1.18,1.6,0.95,2.294004213,2.452968591,-2.909892857,0.594737099,0.842857143,0,1,0,0
2686,NbTaO3,Nb,Ta,0.79,0.68,0.68,1.6,1.5,2.294004213,1.956808277,-1.829642857,0.744501851,0.485714286,0,0,0,1
2687,NbTbO3,Nb,Tb,0.79,0.68,0.76,1.6,1.2,2.294004213,2.256932729,-2.065142857,0.716927709,0.542857143,0,0,0,1
2689,NbTeO3,Nb,Te,0.79,0.68,0.97,1.6,2.1,2.294004213,2.115491508,-2.207214286,0.653402469,0.692857143,0,0,0,1
2690,NbThO3,Nb,Th,0.79,0.68,0.94,1.6,1.3,2.294004213,2.246056043,-2.376357143,0.661779423,0.671428571,0,0,0,1
2691,NbTiO3,Nb,Ti,0.79,0.68,0.61,1.6,1.54,2.294004213,1.927848949,-1.686357143,0.770429777,0.435714286,0,0,0,1
2692,NbTlO3,Nb,Tl,0.72,0.68,0.89,1.6,1.62,2.294004213,2.297683747,-2.146285714,0.654614138,0.635714286,1,0,0,0
2693,NbTmO3,Nb,Tm,0.72,0.68,0.88,1.6,1.25,2.294004213,2.119700811,-2.222571429,0.657485253,0.628571429,0,0,0,1
2694,NbUO3,Nb,U,0.79,0.68,0.89,1.6,1.38,2.294004213,2.0478,-2.2595,0.676228756,0.635714286,0,0,0,1
2695,NbVO3,Nb,V,0.79,0.68,0.58,1.6,1.63,2.294004213,1.758039163,-1.604392857,0.782102955,0.414285714,0,0,0,1
2696,NbWO3,Nb,W,0.79,0.68,0.66,1.6,2.36,2.294004213,1.7456,-1.549285714,0.751730025,0.471428571,0,0,0,1
2697,NbYO3,Nb,Y,0.72,0.68,0.9,1.6,1.22,2.294004213,2.235124352,-2.268,0.65176799,0.642857143,0,0,0,1
2698,NbYbO3,Nb,Yb,0.72,0.68,0.87,1.6,1.1,2.294004213,2.223980699,-2.242285714,0.660381663,0.621428571,0,1,0,0
2699,NbZnO3,Nb,Zn,0.77,0.68,0.74,1.6,1.65,2.294004213,2.096140752,-1.887678571,0.717019493,0.528571429,0,0,0,1
2700,NbZrO3,Nb,Zr,0.79,0.68,0.72,1.6,1.33,2.294004213,2.043777903,-1.953035714,0.730454647,0.514285714,0,0,0,1
2702,NdAgO3,Nd,Ag,1.27,0.98,0.75,1.14,1.93,2.617633987,2.488353231,-2.222392857,0.878127956,0.535714286,0,1,0,0
2703,NdAlO3,Nd,Al,1.27,0.98,0.54,1.14,1.61,2.617633987,1.892894405,-1.937035714,0.973183044,0.385714286,1,0,0,0
2704,NdAsO3,Nd,As,1.27,0.98,0.58,1.14,2.18,2.617633987,1.932227032,-1.7605,0.953522781,0.414285714,0,0,0,1
2705,NdAuO3,Nd,Au,1.27,0.98,0.93,1.14,2.54,2.617633987,2.31369847,-2.314714286,0.810289745,0.664285714,0,1,0,0
2706,NdBO3,Nd,B,1.27,0.98,0.27,1.14,2.04,2.617633987,1.624661665,-1.1885,1.130524015,0.192857143,0,0,0,1
2707,NdBaO3,Nd,Ba,1.27,0.98,1.35,1.14,0.89,2.617633987,2.64009357,-3.924107143,0.686536402,0.964285714,0,1,0,0
2708,NdBeO3,Nd,Be,1.27,0.98,0.45,1.14,1.57,2.617633987,1.803349248,-1.770678571,1.020527084,0.321428571,0,0,0,1
2709,NdBiO3,Nd,Bi,1.27,0.98,1.03,1.14,2.02,2.617633987,2.215655462,-2.755571429,0.776944488,0.735714286,0,0,0,1
2710,NdCaO3,Nd,Ca,1.27,0.98,1.0,1.14,1.0,2.617633987,2.318139449,-3.156714286,0.786656294,0.714285714,0,0,0,1
2711,NdCdO3,Nd,Cd,1.27,0.98,0.95,1.14,1.69,2.617633987,2.286435201,-2.74125,0.803393662,0.678571429,0,0,0,1
2712,NdCeO3,Nd,Ce,1.35,0.98,0.87,1.14,1.12,2.617633987,2.268642439,-2.902071429,0.856627158,0.621428571,0,0,0,1
2713,NdCoO3,Nd,Co,1.27,0.98,0.61,1.14,1.88,2.617633987,1.930310969,-1.958071429,0.939291097,0.435714286,0,1,0,0
2714,NdCrO3,Nd,Cr,1.27,0.98,0.62,1.14,1.66,2.617633987,1.960053288,-2.078357143,0.934641141,0.442857143,0,1,0,0
2716,NdCuO3,Nd,Cu,1.27,0.98,0.54,1.14,1.9,2.617633987,2.005573846,-1.8055,0.973183044,0.385714286,0,1,0,0
2717,NdDyO3,Nd,Dy,1.27,0.98,0.91,1.14,1.22,2.617633987,2.255580699,-2.872428571,0.817305241,0.65,0,0,0,1
2718,NdErO3,Nd,Er,1.27,0.98,0.89,1.14,1.24,2.617633987,2.250676638,-2.822357143,0.824443278,0.635714286,0,0,0,1
2719,NdEuO3,Nd,Eu,1.27,0.98,0.95,1.14,1.2,2.617633987,2.354367494,-2.9635,0.803393662,0.678571429,0,0,0,1
2720,NdFeO3,Nd,Fe,1.27,0.98,0.65,1.14,1.83,2.617633987,1.999521816,-2.06275,0.920963466,0.464285714,0,1,0,0
2721,NdGaO3,Nd,Ga,1.27,0.98,0.62,1.14,1.81,2.617633987,1.974643898,-2.010321429,0.934641141,0.442857143,0,1,0,0
2722,NdGdO3,Nd,Gd,1.27,0.98,0.94,1.14,1.2,2.617633987,2.28415608,-2.943,0.806826968,0.671428571,0,0,0,1
2723,NdGeO3,Nd,Ge,1.35,0.98,0.53,1.14,2.01,2.617633987,1.899964183,-1.775964286,1.007535569,0.378571429,0,1,0,0
2724,NdHfO3,Nd,Hf,1.35,0.98,0.71,1.14,1.3,2.617633987,2.027412322,-2.487285714,0.921584667,0.507142857,0,1,0,0
2725,NdHgO3,Nd,Hg,1.27,0.98,1.11,1.14,2.0,2.617633987,2.323654714,-2.928642857,0.752181317,0.792857143,0,0,0,1
2726,NdHoO3,Nd,Ho,1.27,0.98,0.9,1.14,1.23,2.617633987,2.25865608,-2.847392857,0.820858742,0.642857143,0,0,0,1
2727,NdInO3,Nd,In,1.27,0.98,0.8,1.14,1.78,2.617633987,2.147680955,-2.392928571,0.858170503,0.571428571,0,1,0,0
2728,NdIrO3,Nd,Ir,1.35,0.98,0.63,1.14,2.2,2.617633987,2.009082787,-1.889357143,0.957903275,0.45,0,1,0,0
2729,NdKO3,Nd,K,1.27,0.98,1.38,1.14,0.82,2.617633987,2.723507129,-4.017357143,0.679127736,0.985714286,0,1,0,0
2730,NdLaO3,Nd,La,1.27,0.98,1.03,1.14,1.1,2.617633987,2.376509378,-3.172857143,0.776944488,0.735714286,0,0,0,1
2731,NdLiO3,Nd,Li,1.27,0.98,0.76,1.14,0.98,2.617633987,2.095547886,-2.673785714,0.874062549,0.542857143,0,1,0,0
2732,NdLuO3,Nd,Lu,1.27,0.98,0.86,1.14,1.27,2.617633987,2.209114963,-2.74725,0.835387215,0.614285714,0,1,0,0
2733,NdMgO3,Nd,Mg,1.27,0.98,0.72,1.14,1.31,2.617633987,2.046489492,-2.442107143,0.890554295,0.514285714,0,1,0,0
2734,NdMnO3,Nd,Mn,1.27,0.98,0.65,1.14,1.55,2.617633987,2.16999357,-2.18975,0.920963466,0.464285714,0,1,0,0
2735,NdMoO3,Nd,Mo,1.35,0.98,0.65,1.14,2.16,2.617633987,1.7893,-1.949642857,0.948557877,0.464285714,0,1,0,0
2736,NdNaO3,Nd,Na,1.27,0.98,1.02,1.14,0.93,2.617633987,2.425828064,-3.229464286,0.780155002,0.728571429,0,0,0,1
2737,NdNbO3,Nd,Nb,1.35,0.98,0.68,1.14,1.6,2.617633987,1.955055241,-2.281142857,0.934876754,0.485714286,0,1,0,0
2738,Nd2O3,Nd,Nd,1.27,0.98,0.98,1.14,1.14,2.617633987,2.320966993,-3.052214286,0.793266851,0.7,0,0,0,1
